name,community
400.53_150.83,3
400.53_585.46,1
400.54_375.67,1
400.55_161.53,5
400.59_589.46,1
400.6_285.98,2
400.6_86.61,5
400.61_557.61,1
400.61_561.04,1
400.65_96.59,5
400.66_346.73,1
400.68_203.82,2
400.68_277.62,2
400.71_111.7,5
400.71_293.08,1
400.71_448.82,1
400.71_554.02,1
400.72_518.73,1
400.75_600.65,1
400.78_416.41,1
400.8_297.36,2
400.8_419.78,1
400.82_137.55,5
400.84_90.15,5
400.85_105.65,5
400.85_125.75,5
400.86_615.31,1
400.92_206.87,2
400.92_270.44,1
400.95_321.64,1
400.98_122.1,5
400.98_583.14,1
401_191.19,2
401.02_329.79,1
401.04_617.67,1
401.07_574.62,1
401.09_275.79,2
401.1_648.39,1
401.12_87.05,5
401.15_173.4,2
401.17_360.54,1
401.18_162.14,5
401.2_253.99,2
401.21_388.89,1
401.22_251.62,2
401.22_630.02,1
401.25_185.3,2
401.25_343.53,1
401.25_359.92,1
401.26_581.3,1
401.28_195.15,2
401.29_244.42,2
401.32_132.85,5
401.33_332.04,1
401.33_566.53,1
401.33_568.94,1
401.34_107.23,5
401.34_552.17,1
401.34_90.62,5
401.35_611.15,1
401.42_220.95,2
401.42_436.22,1
401.42_628.02,1
401.43_286.09,2
401.48_459.75,1
401.49_434.8,1
401.49_461.34,1
401.49_564.95,1
401.52_298.43,1
401.52_366.69,1
401.56_360.68,1
401.57_510.35,1
401.59_119.23,5
401.6_168.5,2
401.6_594.76,1
401.62_384.63,5
401.64_354.76,1
401.66_522.69,1
401.67_262.88,2
401.67_499.1,1
401.69_466.43,1
401.7_229.47,2
401.72_238.62,2
401.72_358.61,1
401.73_215.99,2
401.73_586.29,1
401.77_493.49,1
401.8_587.88,1
401.82_335.52,1
401.84_248.99,2
401.85_92.67,5
401.87_395.91,1
401.87_563.11,1
401.88_200.92,2
401.9_522.51,1
401.91_604.03,1
401.93_610.64,1
401.93_619.6,1
401.94_195.66,2
401.95_236.05,2
401.96_327.91,2
401.96_385.84,1
401.97_446.29,1
401.97_612.5,1
401.98_288.31,2
401.98_599.33,1
402.01_79.96,5
402.02_440.08,1
402.1_303.88,1
402.11_488.47,1
402.12_191.34,5
402.12_87.97,5
402.14_120.39,2
402.18_624.85,1
402.19_210.69,2
402.2_524.06,1
402.21_295.75,1
402.22_281.31,2
402.22_412.38,1
402.26_360.33,1
402.3_569.38,1
402.31_115.43,5
402.31_498.46,1
402.31_515.19,1
402.32_306.98,1
402.36_154.03,5
402.36_251.21,2
402.36_258.19,2
402.38_182.27,2
402.38_423.21,1
402.38_479.44,1
402.38_560.97,1
402.4_639.09,1
402.43_178.62,2
402.43_488.99,1
402.44_537.85,1
402.46_405.09,1
402.5_284.36,2
402.52_167.91,5
402.53_428.32,1
402.57_240.25,2
402.59_333.15,1
402.62_243.14,2
402.67_152.71,5
402.68_208.49,2
402.69_196.74,2
402.69_575.58,1
402.69_615.18,1
402.7_508.14,1
402.71_350.72,1
402.73_577.64,1
402.74_602.37,1
402.76_377.23,1
402.77_631.49,1
402.78_585.4,1
402.8_500.22,1
402.81_223.98,2
402.82_83.07,5
402.83_546.6,1
402.83_557.05,1
402.86_300.1,1
402.9_129.48,5
402.92_181.4,5
402.92_198.9,2
402.92_571.6,1
402.93_565.04,1
402.94_592.48,1
402.95_120.17,5
402.95_646.17,1
402.98_133.2,5
403.02_443.79,1
403.04_119.11,5
403.04_175.51,2
403.05_202.65,2
403.08_634.37,1
403.11_448.78,1
403.13_331.18,1
403.13_519.95,1
403.14_541.02,1
403.16_338.46,1
403.19_628.96,1
403.21_138.15,5
403.22_529.39,1
403.23_579.79,1
403.24_205.04,2
403.26_297.99,1
403.28_222.25,2
403.28_254.55,2
403.29_266.01,2
403.29_268.34,1
403.33_244.5,2
403.33_614.38,1
403.34_148.3,5
403.34_567.1,1
403.36_233.33,2
403.38_433.85,1
403.42_154.89,5
403.42_316.18,1
403.44_348.49,1
403.44_96.3,5
403.48_562.07,1
403.51_169.21,5
403.52_118.1,5
403.53_251.4,2
403.54_159.16,5
403.55_583.12,1
403.58_621.41,1
403.63_498.36,1
403.64_625.61,1
403.65_247.48,2
403.65_532.76,1
403.68_226.16,2
403.68_566.48,1
403.71_111.56,3
403.72_273.51,2
403.74_500.88,1
403.75_603.41,1
403.75_643.55,1
403.77_609.09,1
403.81_453.93,1
403.82_153.57,5
403.89_267.47,2
403.9_567.3,1
403.91_325.74,1
403.92_286.97,2
403.92_356.37,1
403.96_565.26,1
404.01_172.47,5
404.02_428.4,1
404.02_599.88,1
404.03_604.84,1
404.04_465.43,1
404.07_619.79,1
404.09_171.16,5
404.09_568.26,1
404.1_125.03,5
404.12_303.27,1
404.12_363.8,1
404.13_603.64,1
404.14_506.57,1
404.15_104.37,5
404.17_515.64,1
404.18_156.45,5
404.19_180.05,2
404.2_562.61,1
404.2_612.34,1
404.21_244.73,2
404.23_393.25,1
404.25_170.43,5
404.29_603.77,1
404.3_135.83,5
404.3_346.66,1
404.31_606.85,1
404.32_566.59,1
404.34_109.06,5
404.34_236.36,2
404.35_496.58,1
404.35_629.93,1
404.37_143.06,5
404.37_581.76,1
404.38_622.85,1
404.4_636.26,1
404.42_230.49,2
404.44_238.16,2
404.49_589.31,1
404.51_559.63,1
404.52_575.35,1
404.53_447.56,1
404.55_218.13,2
404.56_159.52,5
404.58_267.13,2
404.58_415.73,1
404.6_563.71,1
404.6_596.32,1
404.62_204.9,2
404.62_90.58,5
404.67_288.18,1
404.68_615.35,1
404.68_617.74,1
404.69_219.5,2
404.7_463.01,1
404.7_484.3,1
404.73_569.66,1
404.74_393.5,1
404.75_194.57,2
404.76_164.78,5
404.78_383.47,1
404.79_103.07,5
404.79_160.42,5
404.84_201.68,2
404.85_565.43,1
404.87_452.01,1
404.87_506.53,1
404.88_284.93,2
404.9_174.11,2
404.9_231.93,2
404.9_531.86,1
404.93_242.85,2
404.93_290.7,2
404.93_492.61,1
404.94_557.49,1
404.97_147.36,5
404.98_131.53,5
404.98_356.17,1
404.98_370.74,1
404.99_212.03,2
405.03_409.58,1
405.03_639.96,1
405.04_255.49,2
405.07_642.47,1
405.08_458.03,1
405.13_146.19,5
405.13_366.78,1
405.16_107.33,5
405.19_526.03,1
405.2_358.69,1
405.2_557.36,1
405.2_644.56,1
405.24_488.16,1
405.24_564.51,1
405.25_249.26,2
405.26_565.93,1
405.27_419.2,1
405.28_323.71,2
405.29_521.97,1
405.29_577.03,1
405.32_572.97,1
405.33_387.69,1
405.36_320.98,1
405.36_341.68,1
405.36_600.28,1
405.37_475.6,1
405.39_583.24,1
405.4_133.97,2
405.4_331.75,2
405.43_506.76,1
405.44_148.2,2
405.47_581.76,1
405.51_632.77,1
405.53_519.37,1
405.54_593.82,1
405.56_329.11,1
405.56_413.71,1
405.57_188.52,2
405.59_147.16,5
405.59_286.65,2
405.59_561.58,1
405.61_540.81,1
405.62_559.11,1
405.65_333.99,1
405.67_266,2
405.67_592.05,1
405.68_380.1,1
405.69_296.78,2
405.69_558.81,5
405.7_584.93,1
405.73_563.79,1
405.74_567.55,1
405.75_340.16,1
405.76_552.57,1
405.76_585.6,1
405.77_244.46,2
405.78_586.4,1
405.8_515.74,1
405.81_193.44,3
405.83_424.51,1
405.85_505.12,1
405.88_100.38,3
405.92_197.08,2
405.92_512.51,1
405.92_514.61,1
405.94_115.72,5
405.95_216.35,2
405.96_192.58,2
405.97_301.06,2
405.99_194.27,2
406_156.9,5
406_501.21,1
406.01_522.08,1
406.04_111.71,5
406.04_454.83,1
406.05_287.49,2
406.05_587.74,1
406.08_535.41,1
406.09_245.9,2
406.13_422.44,1
406.14_279.06,2
406.15_620.21,1
406.16_262.43,2
406.18_227.67,2
406.2_252.21,2
406.2_358.78,1
406.23_617.74,1
406.25_531.74,1
406.26_182.04,5
406.28_347.99,1
406.29_119.94,5
406.29_562.72,1
406.3_286.17,2
406.3_537.73,1
406.31_414.9,1
406.31_579.72,1
406.31_94.52,5
406.32_307.37,2
406.33_241.44,2
406.33_406.8,1
406.33_565.98,1
406.34_640.8,1
406.35_234.29,2
406.37_626.04,1
406.39_224.98,2
406.4_239.4,2
406.4_305.85,1
406.4_558.53,1
406.41_556.51,1
406.41_614.68,1
406.44_146.7,5
406.45_561.12,1
406.49_445.47,1
406.49_544.47,1
406.51_434.16,1
406.51_98.94,5
406.52_435.81,1
406.52_583.48,1
406.53_309.5,1
406.57_429.01,1
406.58_602.75,1
406.61_203.92,2
406.61_293.77,2
406.62_288.32,1
406.64_559.76,1
406.69_559.8,1
406.7_528.23,1
406.74_559.84,1
406.78_139.83,5
406.78_559.88,1
406.78_611.82,1
406.79_600.63,1
406.8_200.75,2
406.8_529.1,1
406.8_533.79,1
406.82_110.69,5
406.82_560.32,1
406.83_130.81,5
406.83_492.48,1
406.83_523.61,1
406.83_561.76,1
406.84_236.29,2
406.86_602.82,1
406.87_177.14,2
406.87_256.41,2
406.91_286.79,2
406.91_509.72,1
406.92_485.85,1
406.93_276.19,2
406.93_564.03,1
406.97_109.44,5
406.97_630.93,1
406.98_135.02,5
406.99_341.88,1
407_313.48,2
407_545.12,1
407.01_171.54,5
407.01_400.89,1
407.02_155.69,5
407.06_285.83,5
407.08_496.47,1
407.1_581.07,1
407.11_605.22,1
407.12_258.99,2
407.13_222.56,2
407.13_438.56,1
407.13_616.59,1
407.15_208.94,2
407.15_449.23,1
407.16_136.76,5
407.18_282.08,2
407.18_463.72,1
407.21_270.27,2
407.21_548.33,1
407.24_570.42,1
407.25_214.31,2
407.25_598.54,1
407.26_91.68,3
407.27_287.43,6
407.27_571.53,1
407.27_624.3,1
407.29_361.88,1
407.29_440.67,1
407.31_589.03,1
407.33_528.16,1
407.34_338.07,1
407.34_412.58,1
407.35_562.65,1
407.37_356.76,1
407.38_159.08,5
407.4_543.59,1
407.43_374.47,1
407.44_344.68,1
407.44_543.21,1
407.44_583.77,1
407.47_112.93,5
407.47_544.29,1
407.48_125.83,5
407.48_199.09,2
407.48_482.25,1
407.49_537.28,1
407.49_545.54,1
407.5_544.72,1
407.54_228.26,2
407.55_592.15,1
407.59_418.94,1
407.59_594,1
407.6_452.18,1
407.62_194.09,5
407.62_576.25,1
407.63_286.73,4
407.63_322.14,2
407.65_543.97,1
407.66_349.43,1
407.67_289.45,2
407.67_565.35,1
407.68_205.78,2
407.69_164.55,5
407.69_561.05,1
407.7_507.13,1
407.72_566.8,1
407.72_569.45,1
407.73_513.76,1
407.76_636.14,1
407.78_137.95,5
407.78_242.89,2
407.79_311.16,1
407.79_318.98,2
407.81_354.41,1
407.82_359.17,1
407.82_555.42,1
407.84_316.27,1
407.85_286.2,2
407.85_627.97,1
407.86_638.57,1
407.89_374.83,1
407.89_421.5,1
407.89_549.55,1
407.9_220.46,2
407.92_573.46,1
407.94_371.84,1
407.95_351.38,1
407.95_542.72,1
407.95_544.28,1
408_519.37,1
408_600.74,1
408.01_231.67,2
408.02_568.22,1
408.03_609.78,1
408.08_110.55,5
408.09_545.01,1
408.1_543.64,1
408.12_515.86,1
408.12_527.97,1
408.13_640.6,1
408.14_451.24,1
408.19_594.43,1
408.19_601.46,1
408.2_162.96,5
408.2_612.91,1
408.21_131.75,5
408.23_218.02,2
408.25_260.31,2
408.27_578.53,1
408.28_336.12,1
408.29_596.67,1
408.3_188.41,5
408.32_178.94,3
408.32_559.16,1
408.34_615.12,1
408.35_103.76,5
408.35_423.58,1
408.35_581.99,1
408.36_592.56,1
408.37_155.92,5
408.38_397.76,1
408.39_425.08,1
408.42_207.7,2
408.43_542.74,1
408.44_413.49,1
408.47_561.81,1
408.48_146.04,5
408.48_599.63,1
408.49_141.99,5
408.5_544.19,1
408.5_618.27,1
408.51_247.08,2
408.51_265.34,2
408.53_191.69,2
408.54_119.89,5
408.54_451.23,1
408.55_586.39,1
408.56_291.79,1
408.56_508.74,1
408.56_540.91,1
408.57_432.64,1
408.57_543.19,1
408.58_249.14,2
408.6_585.39,1
408.61_288.34,2
408.61_545.1,1
408.61_93.92,3
408.63_415.26,1
408.64_544.62,1
408.65_340.41,1
408.65_562.95,1
408.66_131.78,2
408.66_213.26,2
408.67_341.45,1
408.72_546.9,1
408.74_325.33,1
408.74_564.51,1
408.75_365.42,1
408.75_489.57,1
408.77_544.07,1
408.78_546.45,1
408.79_339.94,1
408.8_482.85,1
408.81_580.48,1
408.83_333.49,1
408.83_530.94,1
408.84_200.74,2
408.84_620.33,1
408.85_340.02,2
408.86_132.44,5
408.87_185.9,2
408.87_331.12,2
408.88_542.74,1
408.9_542.35,1
408.93_154.85,5
408.94_453.17,1
408.95_245.85,2
408.95_98.97,5
408.96_604.2,6
408.97_130.08,5
408.97_144.33,5
408.98_202.89,2
408.99_339.61,2
409_196.12,2
409_542.74,1
409.03_198.81,2
409.03_548.22,1
409.04_406.48,1
409.04_410.22,1
409.05_243.88,2
409.05_348.61,1
409.05_450.74,1
409.06_546.96,1
409.07_509.26,1
409.07_546.63,1
409.07_546.74,1
409.08_436.35,1
409.08_547.33,1
409.1_443.47,1
409.12_258.28,2
409.13_418.73,1
409.13_598.35,1
409.14_344.83,1
409.14_93.09,3
409.15_318.62,1
409.15_469.96,1
409.18_131.38,5
409.21_542.02,1
409.22_340.95,1
409.26_224.66,2
409.28_417.19,1
409.29_125.51,5
409.29_546.96,1
409.29_566.1,1
409.3_413.72,1
409.31_107.92,5
409.31_116.18,5
409.31_303.31,2
409.31_452.96,1
409.31_455.68,1
409.31_542.99,1
409.32_486.5,1
409.33_542.58,1
409.35_583.66,1
409.36_183.74,2
409.36_546.13,1
409.38_528.47,1
409.41_254.27,2
409.42_495.93,1
409.42_542.68,1
409.43_570.45,1
409.45_349.97,1
409.46_538.88,1
409.46_598.23,1
409.47_534.94,1
409.48_350.38,1
409.49_215.46,2
409.49_635.46,1
409.5_308.19,2
409.51_201.91,2
409.52_134.8,5
409.52_622.66,1
409.54_633.32,1
409.55_102.66,5
409.56_211.02,2
409.59_541.53,1
409.6_349.94,1
409.62_179.31,5
409.62_285.67,2
409.62_349.73,1
409.62_586.73,1
409.63_153.94,5
409.64_511.79,1
409.64_515.42,2
409.64_543.73,5
409.65_256.4,2
409.65_545.63,1
409.66_543.1,1
409.67_162.74,5
409.68_169.29,5
409.68_262.28,2
409.68_452.81,1
409.7_350.96,1
409.71_603.63,1
409.72_526.67,1
409.73_351.32,1
409.74_158.95,5
409.74_546.94,1
409.75_351.52,1
409.79_416.12,1
409.8_542.94,1
409.81_449.82,1
409.81_557.18,1
409.82_577.37,6
409.82_610.78,1
409.83_306.85,2
409.85_552.62,1
409.87_599.19,1
409.89_537.75,1
409.9_546.06,1
409.92_595.3,1
409.93_173.5,5
409.94_237.21,2
409.94_428.03,1
409.94_563.73,1
409.95_348.74,2
409.95_542.74,1
409.96_546.42,1
410_541.79,1
410.02_547.77,1
410.03_414.76,1
410.04_502.18,1
410.06_288,2
410.07_93.71,5
410.09_351.44,1
410.09_542.63,4
410.09_562.02,1
410.11_348.84,1
410.11_568.22,1
410.13_258.52,2
410.13_591.03,1
410.15_251.69,2
410.16_342.38,2
410.19_339.99,5
410.19_572.81,1
410.2_172.13,5
410.25_174.82,5
410.25_543.84,1
410.27_547.17,1
410.28_547.04,1
410.29_519.16,1
410.3_350.97,1
410.3_351.4,1
410.32_414.13,1
410.32_545.45,1
410.33_125.19,5
410.35_193.85,5
410.36_549.3,1
410.38_346.09,1
410.38_419.26,1
410.39_239.78,2
410.39_339.55,1
410.4_350.56,5
410.4_483.31,1
410.41_153.48,5
410.41_491,1
410.41_581.85,1
410.42_540.81,1
410.43_535.78,1
410.47_616.02,1
410.48_201.32,2
410.5_541.87,1
410.52_129.38,5
410.52_547.07,1
410.53_542.93,1
410.53_607.47,1
410.54_555.03,1
410.56_351.23,1
410.59_631.13,1
410.61_380.01,1
410.62_375.26,1
410.64_123.07,3
410.64_571.22,1
410.65_349.73,1
410.65_576.25,1
410.66_540.55,1
410.67_163.07,2
410.67_370.04,1
410.68_233.5,2
410.68_508.36,1
410.7_509.73,1
410.71_206.12,2
410.71_364.65,1
410.71_452.31,1
410.71_600.32,1
410.72_350.8,1
410.73_546.66,1
410.74_612.63,1
410.75_355.56,1
410.75_541.29,1
410.75_569.64,1
410.76_350.69,1
410.76_407.38,1
410.78_254.96,2
410.79_516.08,1
410.82_544.82,1
410.83_587.1,1
410.85_348.42,6
410.86_197.33,5
410.86_264.6,2
410.88_552.18,1
410.89_361.97,1
410.9_217.57,2
410.9_227.96,2
410.92_220.13,2
410.93_493.42,1
410.94_243.51,2
410.95_439.09,1
410.96_506.62,1
410.98_539.1,1
410.99_551.37,1
411_560.49,1
411.01_350.46,1
411.01_420.75,1
411.01_637.29,1
411.03_160.64,5
411.04_312.24,1
411.04_349.9,1
411.04_365.78,1
411.04_437.36,1
411.05_319.7,1
411.05_434.29,1
411.06_538.5,1
411.06_597.44,1
411.07_580.06,1
411.08_348.69,6
411.09_550.2,1
411.11_209.2,2
411.12_619.25,1
411.14_337.02,1
411.14_91.43,5
411.15_249.02,2
411.16_291.49,2
411.19_118.91,5
411.19_415.43,1
411.2_540.31,1
411.21_349.69,1
411.21_569.37,1
411.23_310.4,2
411.24_546.37,1
411.27_343.16,1
411.27_570.35,5
411.28_423.53,1
411.29_412.96,1
411.3_214.6,2
411.31_419.2,1
411.31_513.46,1
411.31_531.19,1
411.32_417.41,1
411.33_266.77,2
411.33_283.44,2
411.33_329.25,1
411.33_511.55,1
411.34_222.91,2
411.34_414.23,1
411.36_136.87,5
411.36_150.98,5
411.37_230.85,2
411.37_529.7,1
411.38_567.51,1
411.39_565.07,1
411.4_349.07,2
411.4_405.09,1
411.43_446.84,1
411.44_414.66,1
411.46_348.67,6
411.46_431.24,1
411.47_498.51,1
411.49_547.08,1
411.51_240.17,2
411.53_635.69,1
411.54_176.87,5
411.54_519.73,1
411.55_575.67,1
411.55_584.05,1
411.57_287.77,2
411.58_309.72,2
411.6_157.76,5
411.61_166.62,5
411.61_260.31,2
411.62_131.59,5
411.62_582.06,1
411.64_385.93,1
411.68_415.23,1
411.69_112.94,5
411.72_315.52,1
411.72_614.75,1
411.73_537.58,1
411.74_450.24,1
411.74_519.21,1
411.75_309.41,1
411.75_520.66,1
411.76_541.89,1
411.82_487.64,1
411.83_574.26,1
411.85_418.8,1
411.85_595.32,1
411.86_418.36,1
411.87_201.05,2
411.87_358.75,1
411.88_308.55,2
411.91_372.09,1
411.93_126.21,5
411.93_544.61,1
411.95_140.2,5
411.95_162.77,5
411.96_350.66,1
411.96_522.2,1
411.97_213.13,2
411.98_334.11,1
412.01_125.23,5
412.02_627.38,1
412.03_496.04,1
412.04_194.91,2
412.09_139,5
412.09_441.33,1
412.11_352.3,1
412.11_588.46,1
412.15_558.82,1
412.18_140.97,5
412.18_526.08,1
412.18_563.05,1
412.2_568.66,1
412.21_346.63,1
412.22_129.03,5
412.22_405.05,1
412.23_610.95,1
412.24_519.11,1
412.24_591.34,1
412.26_181.34,2
412.26_529.58,1
412.29_403.15,1
412.29_543.41,1
412.3_566.24,1
412.31_363.6,1
412.32_428.44,1
412.33_257.29,2
412.33_481.68,6
412.34_549.56,1
412.35_632.11,1
412.36_120.48,5
412.36_327.57,1
412.37_634.86,1
412.38_458.55,1
412.38_572.34,1
412.39_268.12,2
412.43_273.22,2
412.45_147.91,5
412.45_525.55,1
412.45_530.13,1
412.46_524.22,1
412.49_363.05,1
412.51_546.63,1
412.52_642.88,1
412.54_244.64,2
412.55_554.81,1
412.59_296.4,2
412.6_597.86,1
412.61_517.23,1
412.63_414.71,1
412.64_356.38,1
412.65_207.77,2
412.65_585.98,1
412.66_109.11,5
412.67_511.64,1
412.7_519.27,1
412.72_343.57,1
412.77_247.14,2
412.77_253.48,2
412.79_602.46,1
412.8_379.12,1
412.8_477.6,1
412.82_472.56,1
412.84_415.53,1
412.85_537.22,1
412.87_419.69,1
412.9_240.73,2
412.9_503.97,1
412.91_149.89,5
412.91_164.6,5
412.92_307.34,2
412.92_490.7,1
412.94_584,1
412.95_596.53,1
412.96_630.26,1
412.97_315.07,1
412.99_325.62,1
413_332.89,1
413_464.61,1
413.01_435.56,1
413.02_406.25,1
413.03_376.54,2
413.03_411.05,1
413.03_550.9,1
413.03_593.91,1
413.05_552.37,1
413.08_413.06,1
413.11_621.12,1
413.15_321.45,2
413.15_368.55,1
413.15_570.51,1
413.16_481.08,1
413.17_349,1
413.22_332.65,1
413.22_409.51,1
413.22_581.35,1
413.23_134.63,5
413.23_460.91,1
413.27_391.81,1
413.28_564.06,1
413.29_416.96,1
413.3_628.08,1
413.32_189.72,2
413.32_613.14,1
413.34_306.24,2
413.35_506.03,1
413.35_587.5,1
413.36_332.41,5
413.37_154.15,5
413.37_197.76,2
413.41_187.33,5
413.41_193.83,2
413.41_504.71,1
413.42_126.44,5
413.42_132.92,5
413.42_575.36,1
413.43_544.51,1
413.44_637.44,2
413.45_578.58,1
413.46_330.79,1
413.47_312.18,2
413.47_341.11,1
413.48_249.49,2
413.48_425.25,1
413.5_167.53,5
413.51_130.5,5
413.51_283.06,2
413.51_332.78,1
413.53_172.59,2
413.54_144.27,5
413.56_552.84,1
413.57_485.54,1
413.58_135.64,5
413.58_302.93,2
413.58_310.76,2
413.6_157.58,5
413.6_545.18,1
413.61_220.21,2
413.62_334.99,1
413.62_338.07,1
413.62_566.76,1
413.63_124.96,5
413.63_506.32,1
413.64_599.07,1
413.65_278.35,2
413.65_312.58,1
413.66_241.69,2
413.67_514.53,1
413.69_437.07,1
413.73_626.71,1
413.75_534.4,1
413.76_132.68,5
413.76_98.59,2
413.77_364.23,1
413.8_174.37,2
413.81_307.42,2
413.81_562.24,1
413.82_180.03,5
413.83_322.57,1
413.85_431.8,1
413.86_327.99,1
413.87_126.68,5
413.87_590.69,1
413.88_545.62,1
413.89_137.33,5
413.89_552.21,1
413.91_136.5,5
413.93_318.84,2
413.96_499.81,1
413.96_507.58,1
413.98_224.72,2
413.98_332.9,1
413.99_633.99,1
414.02_321.61,6
414.04_215.2,2
414.05_527.39,1
414.06_360.88,1
414.07_205.03,2
414.09_421.57,1
414.09_618.3,1
414.1_513.09,1
414.11_382.84,1
414.11_477.29,1
414.14_494.68,1
414.16_454.72,1
414.18_628.25,1
414.19_309.32,1
414.19_314.52,1
414.21_568.68,1
414.23_450.41,1
414.25_321.08,2
414.25_510.84,1
414.26_542.33,1
414.28_130.01,3
414.28_574.55,1
414.32_376.52,1
414.33_242.98,2
414.33_551.02,1
414.34_129.39,3
414.37_157.82,5
414.37_615.94,1
414.38_169.97,5
414.4_348.32,1
414.43_326.54,2
414.43_584.07,1
414.44_251.01,2
414.45_544.04,1
414.46_162.45,5
414.46_254.43,2
414.47_406.39,1
414.47_596.26,1
414.49_127.61,5
414.49_327.58,1
414.49_371.14,1
414.49_416.76,1
414.49_434.33,1
414.51_130.21,5
414.52_605.14,1
414.53_518.64,1
414.54_488.82,1
414.55_207.19,2
414.56_168.11,5
414.59_265.57,2
414.59_585.91,1
414.6_260.05,2
414.62_229.06,2
414.63_403.43,1
414.65_289.32,2
414.65_455.36,1
414.66_418.63,1
414.68_129.59,5
414.7_404.49,1
414.7_429.1,1
414.71_300.33,2
414.71_594.05,1
414.75_505.48,1
414.76_345.7,2
414.76_439.66,1
414.83_354.17,1
414.84_237.82,2
414.84_291.7,2
414.84_544.94,1
414.84_576.66,1
414.87_164.13,5
414.88_118.56,5
414.89_553.82,1
414.9_329.85,2
414.92_124.72,5
414.92_256.7,2
414.93_407.21,1
414.95_405.33,1
414.96_270.81,2
414.96_540.85,1
415_407.22,1
415_487.51,1
415.01_404.61,1
415.02_588.41,1
415.04_103.67,5
415.1_566.98,1
415.11_158,5
415.11_629.92,1
415.14_407.41,1
415.14_445.6,1
415.14_552.19,1
415.15_162.19,5
415.17_246.34,2
415.17_324.97,6
415.18_570.82,1
415.19_113.82,5
415.19_325.52,2
415.2_571.82,1
415.21_131.08,5
415.23_405.16,2
415.24_593.51,1
415.25_191.19,2
415.25_365.96,1
415.26_267.49,2
415.29_633.8,1
415.31_348.7,1
415.33_141.51,5
415.33_263.28,2
415.33_326.4,1
415.35_406.57,1
415.35_501.83,1
415.35_521.84,1
415.35_96.38,5
415.39_232.53,2
415.4_133.68,5
415.4_321.59,2
415.4_377.99,1
415.4_531.53,1
415.41_549.47,1
415.42_153.32,5
415.42_432.04,1
415.43_409,1
415.43_455.2,1
415.44_537.73,1
415.45_178.19,5
415.45_326.87,1
415.45_547.32,1
415.46_223.54,2
415.46_329.1,1
415.48_414.79,1
415.49_194.84,2
415.49_201.71,2
415.49_524.44,1
415.49_599.76,1
415.51_407.96,1
415.53_564.41,1
415.54_342.68,1
415.54_510.43,1
415.55_426.84,1
415.57_405.47,1
415.58_492.54,1
415.61_356.3,1
415.62_302.9,2
415.62_324.08,1
415.62_586.75,1
415.63_622.72,1
415.66_309.11,2
415.67_516.11,1
415.68_285.61,2
415.69_625.07,1
415.7_582.68,1
415.71_305.6,2
415.74_494.56,1
415.74_513.83,1
415.75_183.78,5
415.76_168.52,5
415.76_403.99,6
415.76_580.92,1
415.77_632.19,1
415.79_442.38,1
415.8_380.78,1
415.8_592.51,1
415.81_210.32,2
415.81_551.92,1
415.82_573.29,1
415.83_248.18,2
415.86_519.44,1
415.87_107.83,5
415.87_325.47,1
415.87_350.39,1
415.87_378.59,1
415.88_404.6,1
415.88_602.5,1
415.89_243.22,2
415.91_490.94,1
415.92_408.08,1
415.98_333.51,6
415.99_480.25,1
416.01_132.75,3
416.01_132.95,2
416.01_433.45,1
416.03_327.12,6
416.04_152.68,5
416.05_217.98,2
416.05_423.81,1
416.06_98.78,5
416.08_420.69,1
416.09_234.74,2
416.1_330.24,1
416.12_132.54,5
416.12_132.97,5
416.14_330.79,1
416.15_570.51,1
416.16_353.72,1
416.18_147.39,5
416.18_225.97,2
416.18_578.36,1
416.21_630.54,1
416.22_598.59,1
416.23_338.27,1
416.23_620.18,1
416.24_227.22,2
416.24_359.48,1
416.24_565.9,1
416.25_634.81,1
416.26_152.02,5
416.26_372,1
416.27_616.21,1
416.28_313.78,2
416.29_503.19,1
416.32_219.75,2
416.33_116.45,2
416.33_419.37,1
416.35_604.26,1
416.36_324.34,2
416.4_498.13,1
416.43_384.92,1
416.43_453.05,1
416.45_374.86,1
416.47_236.36,2
416.48_116.56,2
416.49_222.36,2
416.5_482.77,1
416.5_484.58,1
416.51_110.02,5
416.51_250.91,2
416.51_253.31,2
416.51_305.6,2
416.52_131.63,5
416.53_417.33,1
416.53_633.21,1
416.54_507.06,1
416.55_169.01,5
416.58_273.42,2
416.59_117.24,5
416.59_611.77,1
416.61_159.54,5
416.62_128.65,5
416.63_206.69,5
416.63_588.29,1
416.64_198.27,2
416.65_529.07,1
416.66_435.59,1
416.67_500.26,1
416.67_584.65,1
416.68_282.57,5
416.7_196.05,2
416.73_214.85,2
416.74_165.18,5
416.74_529.42,1
416.75_116.56,5
416.75_204.26,2
416.75_231,2
416.75_425.67,1
416.77_173.39,5
416.77_347.8,1
416.77_413.26,1
416.78_515.34,1
416.8_609.12,1
416.82_257.31,2
416.84_321.79,1
416.84_560.74,1
416.86_494.69,1
416.89_411.43,1
416.9_488.81,1
416.91_443.72,1
416.92_187.18,5
416.94_321.31,1
416.94_449.89,1
416.95_431.1,1
416.96_591.72,1
416.98_120.03,5
416.99_369.16,1
417.01_327.84,1
417.03_593.79,1
417.04_370.55,3
417.04_379.79,1
417.05_534.21,1
417.05_563.58,1
417.06_117.05,5
417.07_482.95,1
417.07_509.48,1
417.07_511.86,1
417.08_119.43,5
417.08_326.45,1
417.09_151.51,5
417.09_437.92,1
417.11_245.1,2
417.12_265.77,2
417.12_520.48,1
